Nr. movimento;budget/cons;Tipo movimento;Nr articolo;Tipo origine;Nr. origine;Quantità;Importo vendita in valuta locale (TOTALE VENDITA)
47947;Consuntivo;Vendita;ART0002551;Cliente;C00140;2;820
47952;Consuntivo;Vendita;ART0002214;Cliente;C00140;1;95
47966;Consuntivo;Vendita;ART0001497;Cliente;C00140;1;22
47969;Consuntivo;Vendita;ART0003844;Cliente;C00140;2;64
47971;Consuntivo;Vendita;ART0001497;Cliente;C00140;2;44
47972;Consuntivo;Vendita;ART0002829;Cliente;C00140;6;180
47973;Consuntivo;Vendita;ART0003309;Cliente;C00140;6;60
47974;Consuntivo;Vendita;ART0003310;Cliente;C00140;7;56
48033;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;16
48034;Consuntivo;Vendita;ART0005136;Cliente;C00004;33;264
48098;Consuntivo;Vendita;ART0004889;Cliente;C00471;3;450
48099;Consuntivo;Vendita;ART0004889;Cliente;C00471;1;150
48100;Consuntivo;Vendita;ART0004889;Cliente;C00471;3;450
48101;Consuntivo;Vendita;ART0004889;Cliente;C00471;1;150
48102;Consuntivo;Vendita;ART0004889;Cliente;C00471;4;600
48103;Consuntivo;Vendita;ART0004889;Cliente;C00471;3;450
48104;Consuntivo;Vendita;ART0004889;Cliente;C00471;2;300
48105;Consuntivo;Vendita;ART0004889;Cliente;C00471;2;300
48106;Consuntivo;Vendita;ART0004889;Cliente;C00471;4;600
48107;Consuntivo;Vendita;ART0004889;Cliente;C00471;3;450
48108;Consuntivo;Vendita;ART0004889;Cliente;C00471;2;300
48109;Consuntivo;Vendita;ART0004889;Cliente;C00471;2;300
48110;Consuntivo;Vendita;ART0004889;Cliente;C00471;4;600
48111;Consuntivo;Vendita;ART0004889;Cliente;C00471;3;450
48112;Consuntivo;Vendita;ART0004889;Cliente;C00471;2;300
48113;Consuntivo;Vendita;ART0004889;Cliente;C00471;2;300
48119;Consuntivo;Vendita;ART0003189;Cliente;C00140;3;60
48122;Consuntivo;Vendita;ART0002370;Cliente;C00140;1;69.92
48123;Consuntivo;Vendita;ART0002370;Cliente;C00140;2;139.84
48124;Consuntivo;Vendita;ART0001739;Cliente;C00140;2;170
48125;Consuntivo;Vendita;ART0002918;Cliente;C00140;2;250
48126;Consuntivo;Vendita;ART0002919;Cliente;C00140;2;250
48127;Consuntivo;Vendita;ART0001739;Cliente;C00140;1;85
48128;Consuntivo;Vendita;ART0002918;Cliente;C00140;1;125
48129;Consuntivo;Vendita;ART0002919;Cliente;C00140;1;125
48301;Consuntivo;Vendita;ART0000783;Cliente;C00140;2;581.44
48332;Consuntivo;Vendita;ART0000697;Cliente;C00004;1;70
48341;Consuntivo;Vendita;ART0005136;Cliente;C00015;11;22
48371;Consuntivo;Vendita;ART0001277;Cliente;C00140;1;0
48375;Consuntivo;Vendita;ART0002271;Cliente;C00140;2;0
48376;Consuntivo;Vendita;ART0002271;Cliente;C00140;1;0
48377;Consuntivo;Vendita;ART0002271;Cliente;C00140;1;0
48378;Consuntivo;Vendita;ART0002271;Cliente;C00140;1;0
48388;Consuntivo;Vendita;ART0003268;Cliente;C00140;1;0
48397;Consuntivo;Vendita;ART0003268;Cliente;C00140;1;0
48409;Consuntivo;Vendita;ART0002271;Cliente;C00140;2;0
48414;Consuntivo;Vendita;ART0003268;Cliente;C00140;1;0
48421;Consuntivo;Vendita;ART0003268;Cliente;C00140;1;0
48429;Consuntivo;Vendita;ART0002271;Cliente;C00140;1;0
48432;Consuntivo;Vendita;ART0001277;Cliente;C00140;1;0
48433;Consuntivo;Vendita;ART0001277;Cliente;C00140;1;25
48436;Consuntivo;Vendita;ART0002271;Cliente;C00140;2;320
48437;Consuntivo;Vendita;ART0002271;Cliente;C00140;1;160
48447;Consuntivo;Vendita;ART0003268;Cliente;C00140;1;5.06
48451;Consuntivo;Vendita;ART0005136;Cliente;C00015;40;15.38
48452;Consuntivo;Vendita;ART0005136;Cliente;C00015;207;79.62
48555;Consuntivo;Vendita;ART0005109;Cliente;C00471;1;28
48556;Consuntivo;Vendita;ART0005110;Cliente;C00471;1;58
48557;Consuntivo;Vendita;ART0005111;Cliente;C00471;1;35
48558;Consuntivo;Vendita;ART0005112;Cliente;C00471;1;45
48590;Consuntivo;Vendita;ART0000757;Cliente;C00140;1;425
48591;Consuntivo;Vendita;ART0000849;Cliente;C00140;1;367.5
48592;Consuntivo;Vendita;ART0005136;Cliente;C00117;3;42
48593;Consuntivo;Vendita;ART0005136;Cliente;C00117;1;14
48694;Consuntivo;Vendita;ART0000312;Cliente;C00026;20;320
48695;Consuntivo;Vendita;ART0000313;Cliente;C00026;5;140
48696;Consuntivo;Vendita;ART0000226;Cliente;C00026;6;1440
48790;Consuntivo;Vendita;ART0000697;Cliente;C00004;1;70
48852;Consuntivo;Vendita;ART0001018;Cliente;C00140;1;420
48989;Consuntivo;Vendita;ART0000779;Cliente;C00140;1;492
48990;Consuntivo;Vendita;ART0002793;Cliente;C00140;20;760
48998;Consuntivo;Vendita;ART0001615;Cliente;C00140;4;60
48999;Consuntivo;Vendita;ART0002041;Cliente;C00140;1;50
49000;Consuntivo;Vendita;ART0002042;Cliente;C00140;1;97
49001;Consuntivo;Vendita;ART0002133;Cliente;C00140;1;180
49002;Consuntivo;Vendita;ART0002859;Cliente;C00140;1;183
49003;Consuntivo;Vendita;ART0002860;Cliente;C00140;1;183
49005;Consuntivo;Vendita;ART0000748;Cliente;C00140;20;2000
49127;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;140
49153;Consuntivo;Vendita;ART0000825;Cliente;C00140;2;720
49157;Consuntivo;Vendita;ART0005109;Cliente;C00471;1;28
49158;Consuntivo;Vendita;ART0005109;Cliente;C00471;2;56
49159;Consuntivo;Vendita;ART0005110;Cliente;C00471;1;58
49160;Consuntivo;Vendita;ART0005110;Cliente;C00471;2;116
49161;Consuntivo;Vendita;ART0005111;Cliente;C00471;1;35
49162;Consuntivo;Vendita;ART0005111;Cliente;C00471;2;70
49163;Consuntivo;Vendita;ART0005112;Cliente;C00471;1;45
49164;Consuntivo;Vendita;ART0005112;Cliente;C00471;2;90
49167;Consuntivo;Vendita;ART0001047;Cliente;C00471;1;67
49168;Consuntivo;Vendita;ART0001047;Cliente;C00471;2;134
49169;Consuntivo;Vendita;ART0001047;Cliente;C00471;2;134
49172;Consuntivo;Vendita;ART0001046;Cliente;C00471;2;130
49174;Consuntivo;Vendita;ART0000853;Cliente;C00140;10;3220
49175;Consuntivo;Vendita;ART0000795;Cliente;C00140;8;2000
49176;Consuntivo;Vendita;ART0000795;Cliente;C00140;8;2000
49177;Consuntivo;Vendita;ART0000788;Cliente;C00140;1;330
49178;Consuntivo;Vendita;ART0000783;Cliente;C00140;2;581.44
49179;Consuntivo;Vendita;ART0000783;Cliente;C00140;2;581.44
49182;Consuntivo;Vendita;ART0000772;Cliente;C00140;1;398
49183;Consuntivo;Vendita;ART0000804;Cliente;C00140;2;960
49185;Consuntivo;Vendita;ART0002740;Cliente;C00140;20;500
49186;Consuntivo;Vendita;ART0001185;Cliente;C00140;5;225
49187;Consuntivo;Vendita;ART0002109;Cliente;C00140;5;20
49191;Consuntivo;Vendita;ART0002249;Cliente;C00140;1;38.64
49192;Consuntivo;Vendita;ART0002370;Cliente;C00140;1;69.92
49201;Consuntivo;Vendita;ART0001520;Cliente;C00140;4;100
49226;Consuntivo;Vendita;ART0005136;Cliente;C00017;2;70
49242;Consuntivo;Vendita;ART0000456;Cliente;C00026;10;160
49263;Consuntivo;Vendita;ART0000555;Cliente;C00004;1;110
49265;Consuntivo;Vendita;ART0000555;Cliente;C00004;1;110
49303;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;30
49448;Consuntivo;Vendita;ART0005136;Cliente;C00140;1;30
49515;Consuntivo;Vendita;ART0005029;Cliente;C00026;2;0
49516;Consuntivo;Vendita;ART0005029;Cliente;C00026;2;0
49517;Consuntivo;Vendita;ART0005029;Cliente;C00026;2;1260
49522;Consuntivo;Vendita;ART0003580;Cliente;C00094;2;26
49572;Consuntivo;Vendita;ART0002148;Cliente;C00140;3;118.68
49605;Consuntivo;Vendita;ART0001609;Cliente;C00140;16;96
49744;Consuntivo;Vendita;ART0003612;Cliente;C00094;4;100
49811;Consuntivo;Vendita;ART0003580;Cliente;C00094;1;13
49816;Consuntivo;Vendita;ART0005136;Cliente;C00003;1;295
49857;Consuntivo;Vendita;ART0000128;Cliente;C00026;5;140
49867;Consuntivo;Vendita;ART0000825;Cliente;C00140;1;360
49887;Consuntivo;Vendita;ART0003263;Cliente;C00140;1;15
49888;Consuntivo;Vendita;ART0003263;Cliente;C00140;1;15
49889;Consuntivo;Vendita;ART0003263;Cliente;C00140;1;15
49890;Consuntivo;Vendita;ART0001587;Cliente;C00140;3;31.74
49903;Consuntivo;Vendita;ART0001017;Cliente;C00140;1;310
49932;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;140
49933;Consuntivo;Vendita;ART0005136;Cliente;C00004;3;90
50009;Consuntivo;Vendita;ART0005136;Cliente;C00094;1;38
50011;Consuntivo;Vendita;ART0003610;Cliente;C00094;8;200
50017;Consuntivo;Vendita;ART0005136;Cliente;C00094;4;0
50018;Consuntivo;Vendita;ART0005136;Cliente;C00094;4;0
50019;Consuntivo;Vendita;ART0005136;Cliente;C00094;4;88
50063;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;30
50103;Consuntivo;Vendita;ART0005136;Cliente;C00478;1;60
50200;Consuntivo;Vendita;ART0005136;Cliente;C00353;14;672
50207;Consuntivo;Vendita;ART0005136;Cliente;C00015;35;21
50218;Consuntivo;Vendita;ART0000779;Cliente;C00140;1;492
50246;Consuntivo;Vendita;ART0005136;Cliente;C00094;1;40
50307;Consuntivo;Vendita;ART0004384;Cliente;C00004;116;986
50308;Consuntivo;Vendita;ART0000555;Cliente;C00004;1;110
50323;Consuntivo;Vendita;ART0002511;Cliente;C00140;1;65
50330;Consuntivo;Vendita;ART0005136;Cliente;C00015;3;42
50331;Consuntivo;Vendita;ART0005136;Cliente;C00015;3;42
50333;Consuntivo;Vendita;ART0005136;Cliente;C00454;20;84
50342;Consuntivo;Vendita;ART0001046;Cliente;C00471;2;130
50343;Consuntivo;Vendita;ART0001046;Cliente;C00471;2;130
50344;Consuntivo;Vendita;ART0001046;Cliente;C00471;2;130
50345;Consuntivo;Vendita;ART0001046;Cliente;C00471;4;260
50346;Consuntivo;Vendita;ART0001047;Cliente;C00471;4;268
50434;Consuntivo;Vendita;ART0004717;Cliente;C00473;10;130
50436;Consuntivo;Vendita;ART0000786;Cliente;C00140;1;355.6
50440;Consuntivo;Vendita;ART0003189;Cliente;C00140;5;100
50441;Consuntivo;Vendita;ART0002172;Cliente;C00140;1;52
50444;Consuntivo;Vendita;ART0001188;Cliente;C00140;1;33
50445;Consuntivo;Vendita;ART0002144;Cliente;C00140;1;68
50446;Consuntivo;Vendita;ART0002145;Cliente;C00140;1;85
50447;Consuntivo;Vendita;ART0002238;Cliente;C00140;2;108
50504;Consuntivo;Vendita;ART0002152;Cliente;C00140;4;92
50567;Consuntivo;Vendita;ART0005136;Cliente;C00015;4;32
50568;Consuntivo;Vendita;ART0005136;Cliente;C00015;6;48
50569;Consuntivo;Vendita;ART0005136;Cliente;C00015;4;32
50571;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;750
50598;Consuntivo;Vendita;ART0000748;Cliente;C00140;20;2000
50627;Consuntivo;Vendita;ART0003609;Cliente;C00094;1;92
50628;Consuntivo;Vendita;ART0003610;Cliente;C00094;8;200
50629;Consuntivo;Vendita;ART0003642;Cliente;C00094;1;23
50630;Consuntivo;Vendita;ART0003704;Cliente;C00094;1;48
50635;Consuntivo;Vendita;ART0003609;Cliente;C00094;2;184
50636;Consuntivo;Vendita;ART0003610;Cliente;C00094;8;200
50637;Consuntivo;Vendita;ART0003642;Cliente;C00094;2;46
50638;Consuntivo;Vendita;ART0003704;Cliente;C00094;2;96
50702;Consuntivo;Vendita;ART0000748;Cliente;C00140;20;2000
50707;Consuntivo;Vendita;ART0002366;Cliente;C00140;4;294.4
50714;Consuntivo;Vendita;ART0001214;Cliente;C00140;1;190
50716;Consuntivo;Vendita;ART0005136;Cliente;C00015;17;8.5
50717;Consuntivo;Vendita;ART0005136;Cliente;C00015;2;75
50756;Consuntivo;Vendita;ART0005136;Cliente;C00015;5;0
50757;Consuntivo;Vendita;ART0005136;Cliente;C00015;5;0
50758;Consuntivo;Vendita;ART0005136;Cliente;C00015;5;75
50760;Consuntivo;Vendita;ART0005136;Cliente;C00117;1;120
51073;Consuntivo;Vendita;ART0004880;Cliente;C00004;8;0
51082;Consuntivo;Vendita;ART0005136;Cliente;C00004;5;0
51083;Consuntivo;Vendita;ART0004880;Cliente;C00004;8;0
51090;Consuntivo;Vendita;ART0005136;Cliente;C00004;5;0
51091;Consuntivo;Vendita;ART0004880;Cliente;C00004;8;152
51098;Consuntivo;Vendita;ART0005136;Cliente;C00004;5;60
51149;Consuntivo;Vendita;ART0005136;Cliente;C00487;8;80
51241;Consuntivo;Vendita;ART0000847;Cliente;C00140;2;540
51242;Consuntivo;Vendita;ART0000752;Cliente;C00140;1;456
51244;Consuntivo;Vendita;ART0000851;Cliente;C00140;15;2691
51330;Consuntivo;Vendita;ART0003824;Cliente;C00026;10;110
51370;Consuntivo;Vendita;ART0001433;Cliente;C00140;4;20
51371;Consuntivo;Vendita;ART0001433;Cliente;C00140;4;20
51375;Consuntivo;Vendita;ART0001575;Cliente;C00140;20;80
51413;Consuntivo;Vendita;ART0003189;Cliente;C00140;4;0
51414;Consuntivo;Vendita;ART0003189;Cliente;C00140;4;0
51537;Consuntivo;Vendita;ART0000853;Cliente;C00140;10;3220
51538;Consuntivo;Vendita;ART0000811;Cliente;C00140;1;790
51539;Consuntivo;Vendita;ART0000782;Cliente;C00140;1;295
51540;Consuntivo;Vendita;ART0000847;Cliente;C00140;2;540
51541;Consuntivo;Vendita;ART0000848;Cliente;C00140;15;2700
51549;Consuntivo;Vendita;ART0001759;Cliente;C00140;2;140
51550;Consuntivo;Vendita;ART0002172;Cliente;C00140;1;52
51551;Consuntivo;Vendita;ART0002370;Cliente;C00140;1;69.92
51556;Consuntivo;Vendita;ART0002249;Cliente;C00140;1;38.64
51557;Consuntivo;Vendita;ART0002370;Cliente;C00140;1;69.92
51567;Consuntivo;Vendita;ART0002370;Cliente;C00140;1;69.92
51568;Consuntivo;Vendita;ART0002370;Cliente;C00140;1;69.92
51569;Consuntivo;Vendita;ART0002416;Cliente;C00140;4;48
51573;Consuntivo;Vendita;ART0003189;Cliente;C00140;2;40
51574;Consuntivo;Vendita;ART0003189;Cliente;C00140;4;80
51575;Consuntivo;Vendita;ART0001427;Cliente;C00140;4;8.8
51585;Consuntivo;Vendita;ART0005136;Cliente;C00140;1;140
51586;Consuntivo;Vendita;ART0005136;Cliente;C00140;2;280
51587;Consuntivo;Vendita;ART0005136;Cliente;C00140;1;140
51589;Consuntivo;Vendita;ART0002385;Cliente;C00140;6;234
51590;Consuntivo;Vendita;ART0001427;Cliente;C00140;4;8.8
51591;Consuntivo;Vendita;ART0002476;Cliente;C00140;5;64.4
51592;Consuntivo;Vendita;ART0002628;Cliente;C00140;1;70
51593;Consuntivo;Vendita;ART0002755;Cliente;C00140;1;205
51595;Consuntivo;Vendita;ART0003269;Cliente;C00140;16;662.4
51598;Consuntivo;Vendita;ART0000697;Cliente;C00004;1;70
51612;Consuntivo;Vendita;ART0004386;Cliente;C00004;18;126
51614;Consuntivo;Vendita;ART0005034;Cliente;C00471;1;35
51615;Consuntivo;Vendita;ART0005035;Cliente;C00471;1;58
51618;Consuntivo;Vendita;ART0005036;Cliente;C00471;2;76
51619;Consuntivo;Vendita;ART0005036;Cliente;C00471;1;38
51620;Consuntivo;Vendita;ART0005036;Cliente;C00471;1;38
51621;Consuntivo;Vendita;ART0005036;Cliente;C00471;1;38
51622;Consuntivo;Vendita;ART0005036;Cliente;C00471;1;38
51623;Consuntivo;Vendita;ART0005036;Cliente;C00471;1;38
51624;Consuntivo;Vendita;ART0005036;Cliente;C00471;1;38
51625;Consuntivo;Vendita;ART0005036;Cliente;C00471;1;38
51626;Consuntivo;Vendita;ART0005037;Cliente;C00471;2;64
51627;Consuntivo;Vendita;ART0005037;Cliente;C00471;1;32
51628;Consuntivo;Vendita;ART0005037;Cliente;C00471;1;32
51629;Consuntivo;Vendita;ART0005037;Cliente;C00471;1;32
51630;Consuntivo;Vendita;ART0005037;Cliente;C00471;1;32
51631;Consuntivo;Vendita;ART0005037;Cliente;C00471;1;32
51632;Consuntivo;Vendita;ART0005037;Cliente;C00471;1;32
51633;Consuntivo;Vendita;ART0005037;Cliente;C00471;1;32
51659;Consuntivo;Vendita;ART0000825;Cliente;C00140;2;770
51694;Consuntivo;Vendita;ART0000308;Cliente;C00026;10;400
51695;Consuntivo;Vendita;ART0000226;Cliente;C00026;6;1440
51696;Consuntivo;Vendita;ART0000312;Cliente;C00026;16;256
51722;Consuntivo;Vendita;ART0005136;Cliente;C00094;3;75
51723;Consuntivo;Vendita;ART0005136;Cliente;C00094;3;120
51820;Consuntivo;Vendita;ART0005136;Cliente;C00015;20;172
51821;Consuntivo;Vendita;ART0005136;Cliente;C00015;7;77
51822;Consuntivo;Vendita;ART0005136;Cliente;C00015;7;77
51855;Consuntivo;Vendita;ART0000752;Cliente;C00140;2;912
51856;Consuntivo;Vendita;ART0000782;Cliente;C00140;2;590
51857;Consuntivo;Vendita;ART0000778;Cliente;C00140;1;317.4
51858;Consuntivo;Vendita;ART0000782;Cliente;C00140;1;295
51937;Consuntivo;Vendita;ART0001149;Cliente;C00140;5;96.6
52150;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;25
52151;Consuntivo;Vendita;ART0005136;Cliente;C00004;2;50
52155;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;225
52291;Consuntivo;Vendita;ART0000795;Cliente;C00140;8;2000
52292;Consuntivo;Vendita;ART0000795;Cliente;C00140;8;2000
52294;Consuntivo;Vendita;ART0002740;Cliente;C00140;20;500
52295;Consuntivo;Vendita;ART0003099;Cliente;C00140;4;128.8
52296;Consuntivo;Vendita;ART0003099;Cliente;C00140;1;32.2
52303;Consuntivo;Vendita;ART0003099;Cliente;C00140;3;96.6
52313;Consuntivo;Vendita;ART0004724;Cliente;C00473;3;60
52314;Consuntivo;Vendita;ART0004725;Cliente;C00473;2;40
52315;Consuntivo;Vendita;ART0004726;Cliente;C00473;3;45
52316;Consuntivo;Vendita;ART0004727;Cliente;C00473;3;66
52404;Consuntivo;Vendita;ART0002370;Cliente;C00140;2;139.84
52408;Consuntivo;Vendita;ART0001228;Cliente;C00140;1;13.8
52417;Consuntivo;Vendita;ART0005136;Cliente;C00004;8;72
52418;Consuntivo;Vendita;ART0005136;Cliente;C00004;3;28.5
52419;Consuntivo;Vendita;ART0005136;Cliente;C00004;2;19
52446;Consuntivo;Vendita;ART0003580;Cliente;C00094;2;26
52449;Consuntivo;Vendita;ART0003612;Cliente;C00094;4;100
52450;Consuntivo;Vendita;ART0003642;Cliente;C00094;1;23
52453;Consuntivo;Vendita;ART0003780;Cliente;C00094;12;192
52487;Consuntivo;Vendita;ART0002423;Cliente;C00140;5;75
52489;Consuntivo;Vendita;ART0002070;Cliente;C00140;2;90
52503;Consuntivo;Vendita;ART0004392;Cliente;C00004;30;540
52694;Consuntivo;Vendita;ART0002416;Cliente;C00140;2;24
52695;Consuntivo;Vendita;ART0002416;Cliente;C00140;2;24
52703;Consuntivo;Vendita;ART0002249;Cliente;C00140;1;38.64
52704;Consuntivo;Vendita;ART0002249;Cliente;C00140;1;38.64
52720;Consuntivo;Vendita;ART0000847;Cliente;C00140;3;810
52722;Consuntivo;Vendita;ART0000847;Cliente;C00140;2;540
52809;Consuntivo;Vendita;ART0000752;Cliente;C00140;10;4560
52823;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;20
52835;Consuntivo;Vendita;ART0004392;Cliente;C00004;5;0
52836;Consuntivo;Vendita;ART0004392;Cliente;C00004;5;0
52837;Consuntivo;Vendita;ART0004392;Cliente;C00004;5;90
52884;Consuntivo;Vendita;ART0005136;Cliente;C00026;18;153
52886;Consuntivo;Vendita;ART0005136;Cliente;C00026;20;700
52960;Consuntivo;Vendita;ART0000847;Cliente;C00140;1;270
52962;Consuntivo;Vendita;ART0000756;Cliente;C00140;5;1450
52963;Consuntivo;Vendita;ART0000853;Cliente;C00140;10;3220
52964;Consuntivo;Vendita;ART0002385;Cliente;C00140;6;234
52984;Consuntivo;Vendita;ART0002102;Cliente;C00140;4;116
52992;Consuntivo;Vendita;ART0002010;Cliente;C00140;1;50
52993;Consuntivo;Vendita;ART0002267;Cliente;C00140;2;196
53015;Consuntivo;Vendita;ART0001228;Cliente;C00140;1;13.8
53016;Consuntivo;Vendita;ART0001238;Cliente;C00140;1;19
53018;Consuntivo;Vendita;ART0002249;Cliente;C00140;1;38.64
53019;Consuntivo;Vendita;ART0002370;Cliente;C00140;1;69.92
53021;Consuntivo;Vendita;ART0003099;Cliente;C00140;2;64.4
53024;Consuntivo;Vendita;ART0002385;Cliente;C00140;6;234
53029;Consuntivo;Vendita;ART0001610;Cliente;C00140;8;103.04
53030;Consuntivo;Vendita;ART0002552;Cliente;C00140;2;64.4
53031;Consuntivo;Vendita;ART0000848;Cliente;C00140;15;2700
53032;Consuntivo;Vendita;ART0005136;Cliente;C00004;6;39
53035;Consuntivo;Vendita;ART0004420;Cliente;C00004;6;114
53060;Consuntivo;Vendita;ART0005034;Cliente;C00471;1;35
53061;Consuntivo;Vendita;ART0005035;Cliente;C00471;1;58
53062;Consuntivo;Vendita;ART0005036;Cliente;C00471;2;76
53063;Consuntivo;Vendita;ART0005036;Cliente;C00471;1;38
53064;Consuntivo;Vendita;ART0005036;Cliente;C00471;1;38
53065;Consuntivo;Vendita;ART0005036;Cliente;C00471;1;38
53066;Consuntivo;Vendita;ART0005036;Cliente;C00471;1;38
53067;Consuntivo;Vendita;ART0005036;Cliente;C00471;1;38
53068;Consuntivo;Vendita;ART0005036;Cliente;C00471;1;38
53069;Consuntivo;Vendita;ART0005036;Cliente;C00471;1;38
53070;Consuntivo;Vendita;ART0005037;Cliente;C00471;2;64
53071;Consuntivo;Vendita;ART0005037;Cliente;C00471;1;32
53072;Consuntivo;Vendita;ART0005037;Cliente;C00471;1;32
53073;Consuntivo;Vendita;ART0005037;Cliente;C00471;1;32
53074;Consuntivo;Vendita;ART0005037;Cliente;C00471;1;32
53075;Consuntivo;Vendita;ART0005037;Cliente;C00471;1;32
53076;Consuntivo;Vendita;ART0005037;Cliente;C00471;1;32
53077;Consuntivo;Vendita;ART0005037;Cliente;C00471;1;32
53082;Consuntivo;Vendita;ART0005136;Cliente;C00140;1;60
53083;Consuntivo;Vendita;ART0005136;Cliente;C00140;2;100
53133;Consuntivo;Vendita;ART0000782;Cliente;C00140;1;295
53134;Consuntivo;Vendita;ART0000782;Cliente;C00140;1;295
53137;Consuntivo;Vendita;ART0000830;Cliente;C00140;1;1280
53374;Consuntivo;Vendita;ART0000847;Cliente;C00140;2;540
53548;Consuntivo;Vendita;ART0002753;Cliente;C00140;1;110
53553;Consuntivo;Vendita;ART0001743;Cliente;C00140;2;1711.2
53559;Consuntivo;Vendita;ART0002416;Cliente;C00140;1;12
53704;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;40
53801;Consuntivo;Vendita;ART0002041;Cliente;C00140;6;300
53802;Consuntivo;Vendita;ART0002859;Cliente;C00140;6;990
53803;Consuntivo;Vendita;ART0002860;Cliente;C00140;6;990
53804;Consuntivo;Vendita;ART0002451;Cliente;C00140;2;542.8
53998;Consuntivo;Vendita;ART0005136;Cliente;C00004;4;144
53999;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;30
54000;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;40
54002;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;45
54003;Consuntivo;Vendita;ART0005136;Cliente;C00004;1;45
54041;Consuntivo;Vendita;ART0002494;Cliente;C00140;1;118.68
54043;Consuntivo;Vendita;ART0002360;Cliente;C00140;2;490
54045;Consuntivo;Vendita;ART0003135;Cliente;C00140;1;35
54048;Consuntivo;Vendita;ART0002416;Cliente;C00140;8;96
54051;Consuntivo;Vendita;ART0001615;Cliente;C00140;24;360
54052;Consuntivo;Vendita;ART0002042;Cliente;C00140;6;522
54053;Consuntivo;Vendita;ART0002133;Cliente;C00140;6;960
54056;Consuntivo;Vendita;ART0002195;Cliente;C00140;1;102
54057;Consuntivo;Vendita;ART0002195;Cliente;C00140;1;102
54058;Consuntivo;Vendita;ART0002517;Cliente;C00140;1;52
54059;Consuntivo;Vendita;ART0002517;Cliente;C00140;1;52
54060;Consuntivo;Vendita;ART0001170;Cliente;C00140;1;215
54147;Consuntivo;Vendita;ART0004146;Cliente;C00297;15;2460
54153;Consuntivo;Vendita;ART0001162;Cliente;C00140;1;390
54157;Consuntivo;Vendita;ART0005136;Cliente;C00140;1;155
54421;Consuntivo;Vendita;ART0005136;Cliente;C00297;1;150
54426;Consuntivo;Vendita;ART0001174;Cliente;C00140;1;380
54496;Consuntivo;Vendita;ART0005109;Cliente;C00471;1;28
54497;Consuntivo;Vendita;ART0005110;Cliente;C00471;1;58
54498;Consuntivo;Vendita;ART0005111;Cliente;C00471;1;35
54499;Consuntivo;Vendita;ART0005112;Cliente;C00471;1;45
54516;Consuntivo;Vendita;ART0000850;Cliente;C00140;5;1575
54517;Consuntivo;Vendita;ART0000851;Cliente;C00140;15;2691
54519;Consuntivo;Vendita;ART0002615;Cliente;C00140;1;98
54520;Consuntivo;Vendita;ART0002615;Cliente;C00140;2;196
54526;Consuntivo;Vendita;ART0001180;Cliente;C00140;5;192.5
54537;Consuntivo;Vendita;ART0003132;Cliente;C00140;2;38
54538;Consuntivo;Vendita;ART0003844;Cliente;C00140;1;32
54543;Consuntivo;Vendita;ART0002416;Cliente;C00140;10;120
54546;Consuntivo;Vendita;ART0000847;Cliente;C00140;2;540
54547;Consuntivo;Vendita;ART0001252;Cliente;C00140;1;235
54548;Consuntivo;Vendita;ART0001252;Cliente;C00140;1;235
54551;Consuntivo;Vendita;ART0001497;Cliente;C00140;1;22
54552;Consuntivo;Vendita;ART0001497;Cliente;C00140;1;22
54553;Consuntivo;Vendita;ART0001653;Cliente;C00140;3;54
54554;Consuntivo;Vendita;ART0001653;Cliente;C00140;3;54
54555;Consuntivo;Vendita;ART0001739;Cliente;C00140;1;85
54556;Consuntivo;Vendita;ART0001739;Cliente;C00140;1;85
54561;Consuntivo;Vendita;ART0002271;Cliente;C00140;1;160
54562;Consuntivo;Vendita;ART0002271;Cliente;C00140;1;160
54563;Consuntivo;Vendita;ART0002918;Cliente;C00140;1;125
54564;Consuntivo;Vendita;ART0002918;Cliente;C00140;1;125
54565;Consuntivo;Vendita;ART0002919;Cliente;C00140;1;125
54566;Consuntivo;Vendita;ART0002919;Cliente;C00140;1;125
54567;Consuntivo;Vendita;ART0000752;Cliente;C00140;6;2736
54569;Consuntivo;Vendita;ART0002739;Cliente;C00140;5;175
54570;Consuntivo;Vendita;ART0002740;Cliente;C00140;20;500
54572;Consuntivo;Vendita;ART0001427;Cliente;C00140;2;4.4
54574;Consuntivo;Vendita;ART0002010;Cliente;C00140;1;50
54575;Consuntivo;Vendita;ART0002148;Cliente;C00140;3;118.68
54576;Consuntivo;Vendita;ART0002152;Cliente;C00140;4;92
54577;Consuntivo;Vendita;ART0003135;Cliente;C00140;1;35
54580;Consuntivo;Vendita;ART0000226;Cliente;C00026;6;1440
54581;Consuntivo;Vendita;ART0000227;Cliente;C00026;1;115
54583;Consuntivo;Vendita;ART0000324;Cliente;C00026;3;84
