IDImp;nr articolo;budget/consuntivo;Nr. Ordine di produzione;Descrizione;Nr. Area di produzione;Risorsa;Tempo risorsa;Quantità di output
4944;ART0004392;CONSUNTIVO;ODP18-08815;Tornitura;A20;RIS2;0.5;0
4945;ART0005136;CONSUNTIVO;ODP19-00254;Piegatura;A12;RIS3;0.25;2
4946;ART0005136;CONSUNTIVO;ODP19-00254;Piegatura;A12;RIS3;0.33;3
4947;ART0002249;CONSUNTIVO;ODP18-08806;Fresatura;A30;RIS5;0.75;5
4948;ART0005136;CONSUNTIVO;ODP19-00253;Fresatura;A30;RIS5;1;8
4949;ART0005136;CONSUNTIVO;ODP19-00253;Controllo qualità;CQ;RIS16;0;8
4950;ART0005136;CONSUNTIVO;ODP19-00254;Controllo qualità;CQ;RIS16;0;3
4951;ART0005136;CONSUNTIVO;ODP19-00254;Controllo qualità;CQ;RIS16;0;2
4952;ART0004392;CONSUNTIVO;ODP18-08815;Tornitura;A20;RIS2;1.25;35
4953;ART0003612;CONSUNTIVO;ODP18-08968;Tornitura;A20;RIS2;2.5;8
4954;ART0001799;CONSUNTIVO;ODP19-00104;Fresatura;A30;RIS11;2;33
4955;ART0004392;CONSUNTIVO;ODP18-08815;Fresatura;A30;RIS12;1;0
4956;ART0001799;CONSUNTIVO;ODP19-00104;Tornitura;A20;RIS11;2;0
4957;ART0001770;CONSUNTIVO;ODP18-08749;Fresatura;A30;RIS5;5.5;0
4958;ART0001770;CONSUNTIVO;ODP18-08749;Fresatura;A30;RIS5;0.75;23
4959;ART0004392;CONSUNTIVO;ODP18-08815;Fresatura;A30;RIS12;2;35
4960;ART0004392;CONSUNTIVO;ODP18-08815;Controllo qualità;CQ;RIS16;0;35
4961;ART0003612;CONSUNTIVO;ODP18-08968;Controllo qualità;CQ;RIS16;0;8
4962;ART0001770;CONSUNTIVO;ODP18-08749;Controllo qualità;CQ;RIS16;0;23
4963;ART0002423;CONSUNTIVO;ODP18-08749;Controllo qualità;CQ;RIS16;0;10
4964;ART0001840;CONSUNTIVO;ODP18-08800;Controllo qualità;CQ;RIS16;0;1
4965;ART0001799;CONSUNTIVO;ODP19-00104;Tornitura;A20;RIS11;6;33
4966;ART0005136;CONSUNTIVO;ODP19-00127;Tornitura;A20;RIS11;2;0
4967;ART0001877;CONSUNTIVO;ODP18-09297;Controllo qualità;CQ;RIS16;0;10
4968;ART0001228;CONSUNTIVO;ODP19-00251;Tornitura;A20;RIS13;0.08;1
4969;ART0001228;CONSUNTIVO;ODP19-00251;Saldatura;A11;RIS3;0.5;1
4970;ART0001238;CONSUNTIVO;ODP19-00251;Tornitura;A20;RIS2;0.75;1
4971;ART0005136;CONSUNTIVO;ODP19-00127;Tornitura;A20;RIS11;3.5;19
4972;ART0005136;CONSUNTIVO;ODP19-00467;Tornitura;A20;RIS2;0.25;1
4973;ART0005136;CONSUNTIVO;ODP19-00467;Controllo qualità;CQ;RIS16;0;1
4974;ART0001765;CONSUNTIVO;ODP18-09297;Fresatura;A30;RIS5;3.25;12
4975;ART0001765;CONSUNTIVO;ODP18-09297;Controllo qualità;CQ;RIS16;0;12
4976;ART0004420;CONSUNTIVO;ODP19-00474;Tornitura;A20;RIS2;1.5;6
4977;ART0004420;CONSUNTIVO;ODP19-00474;Controllo qualità;CQ;RIS16;0;6
4978;ART0000847;CONSUNTIVO;ODP18-08812;Montaggio;A40;RIS13;0.5;0
4979;ART0000847;CONSUNTIVO;ODP18-08749;Montaggio;A40;RIS13;0.75;0
4980;ART0001775;CONSUNTIVO;ODP18-08812;Fresatura;A30;RIS5;4.25;0
4981;ART0001775;CONSUNTIVO;ODP18-08812;Fresatura;A30;RIS5;0.75;0
4982;ART0002360;CONSUNTIVO;ODP19-00617;Tornitura;A20;RIS2;2;2
4983;ART0002753;CONSUNTIVO;ODP19-00251;Tornitura;A20;RIS11;4.5;2
4984;ART0001775;CONSUNTIVO;ODP18-08812;Fresatura;A30;RIS5;2.25;25
4985;ART0001811;CONSUNTIVO;ODP18-08573;Tornitura;A20;RIS1;9;0
4986;ART0002360;CONSUNTIVO;ODP19-00617;Saldatura;A11;RIS3;0.33;2
4987;ART0001743;CONSUNTIVO;ODP19-00122;Tornitura;A20;RIS11;4;0
4988;ART0001811;CONSUNTIVO;ODP18-08573;Tornitura;A20;RIS1;4;0
4989;ART0001775;CONSUNTIVO;ODP18-08812;Controllo qualità;CQ;RIS16;0;25
4990;ART0002554;CONSUNTIVO;ODP18-08816;Controllo qualità;CQ;RIS16;0;3
4991;ART0001238;CONSUNTIVO;ODP19-00251;Controllo qualità;CQ;RIS16;0;1
4992;ART0001228;CONSUNTIVO;ODP19-00251;Controllo qualità;CQ;RIS16;0;1
4993;ART0002360;CONSUNTIVO;ODP19-00617;Tornitura;A20;RIS2;2;0
4994;ART0001811;CONSUNTIVO;ODP18-08573;Controllo qualità;CQ;RIS16;0;10
4995;ART0000752;CONSUNTIVO;ODP18-08573;Montaggio;A40;RIS13;1.5;10
4996;ART0000752;CONSUNTIVO;ODP18-08573;Controllo qualità;CQ;RIS16;0;10
4997;ART0001743;CONSUNTIVO;ODP19-00122;Tornitura;A20;RIS11;4;3
4998;ART0002102;CONSUNTIVO;ODP19-00369;Tornitura;A20;RIS2;0.5;0
4999;ART0005136;CONSUNTIVO;ODP19-00127;Fresatura;A30;RIS5;6;19
5000;ART0001811;CONSUNTIVO;ODP18-08573;Tornitura;A20;RIS1;8;16
5001;ART0001811;CONSUNTIVO;ODP18-08573;Fresatura;A30;RIS1;0.0001;0
5002;ART0001811;CONSUNTIVO;ODP18-08573;Controllo qualità;CQ;RIS16;0;6
5003;ART0002102;CONSUNTIVO;ODP19-00369;Tornitura;A20;RIS2;2.75;13
5004;ART0000756;CONSUNTIVO;ODP18-09297;Montaggio;A40;RIS13;1.5;5
5005;ART0000756;CONSUNTIVO;ODP18-09297;Controllo qualità;CQ;RIS16;0;5
5006;ART0001989;CONSUNTIVO;ODP19-00622;Tornitura;A20;RIS2;2.5;6
5007;ART0001989;CONSUNTIVO;ODP19-00622;Controllo qualità;CQ;RIS16;0;6
5008;ART0001743;CONSUNTIVO;ODP19-00122;Fresatura;A30;RIS5;6;3
5009;ART0001940;CONSUNTIVO;ODP19-00621;Tornitura;A20;RIS14;0.5;5
5010;ART0001940;CONSUNTIVO;ODP19-00621;Tornitura;A20;RIS2;4.25;0
5011;ART0001895;CONSUNTIVO;ODP18-08749;Controllo qualità;CQ;RIS16;0;10
5012;ART0001940;CONSUNTIVO;ODP19-00621;Saldatura;A11;RIS3;0.75;5
5013;ART0002753;CONSUNTIVO;ODP19-00251;Fresatura;A30;RIS5;2;2
5014;ART0000848;CONSUNTIVO;ODP18-08812;Montaggio;A40;RIS13;4;14
5015;ART0000848;CONSUNTIVO;ODP18-08812;Controllo qualità;CQ;RIS16;0;14
5016;ART0005136;CONSUNTIVO;ODP19-01040;Tornitura;A20;RIS2;0.5;6
5017;ART0001940;CONSUNTIVO;ODP19-00621;Fresatura;A30;RIS1;5;5
5018;ART0000853;CONSUNTIVO;ODP18-06048;Montaggio;A40;RIS13;1.5;10
5019;ART0000853;CONSUNTIVO;ODP18-06048;Controllo qualità;CQ;RIS16;0;10
5020;ART0005136;CONSUNTIVO;ODP19-01040;Controllo qualità;CQ;RIS16;0;6
5021;ART0005136;CONSUNTIVO;ODP19-01043;Fresatura;A30;RIS5;0.5;1
5022;ART0005136;CONSUNTIVO;ODP19-01043;Montaggio;A40;RIS13;0.5;1
5023;ART0005136;CONSUNTIVO;ODP19-01043;Controllo qualità;CQ;RIS16;0;1
5024;ART0005136;CONSUNTIVO;ODP19-01043;Fresatura;A30;RIS5;1;2
5025;ART0005136;CONSUNTIVO;ODP19-01043;Montaggio;A40;RIS13;1;2
5026;ART0005136;CONSUNTIVO;ODP19-01043;Controllo qualità;CQ;RIS16;0;2
5027;ART0001950;CONSUNTIVO;ODP18-08800;Controllo qualità;CQ;RIS16;0;1
5028;ART0001898;CONSUNTIVO;ODP19-00902;Tornitura;A20;RIS1;5;0
5029;ART0001514;CONSUNTIVO;ODP19-00621;Tornitura;A20;RIS2;2.5;5
5030;ART0001898;CONSUNTIVO;ODP19-00902;Tornitura;A20;RIS1;2;6
5031;ART0001898;CONSUNTIVO;ODP19-00902;Brocciatura / stozzatrice;A33;RIS1;0.00001;6
5032;ART0002451;CONSUNTIVO;ODP19-01039;Tornitura;A20;RIS2;0.5;0
5033;ART0000782;CONSUNTIVO;ODP19-00104;Montaggio;A40;RIS13;0.25;1
5034;ART0000782;CONSUNTIVO;ODP19-00104;Controllo qualità;CQ;RIS16;0;1
5035;ART0000782;CONSUNTIVO;ODP18-08749;Montaggio;A40;RIS13;0.25;1
5036;ART0000782;CONSUNTIVO;ODP18-08749;Controllo qualità;CQ;RIS16;0;1
5037;ART0001799;CONSUNTIVO;ODP19-00104;Fresatura;A30;RIS5;3;0
5038;ART0001799;CONSUNTIVO;ODP19-00104;Fresatura;A30;RIS5;2;33
5039;ART0000830;CONSUNTIVO;ODP18-08800;Montaggio;A40;RIS13;1;1
5040;ART0000830;CONSUNTIVO;ODP18-08800;Controllo qualità;CQ;RIS16;0;1
5041;ART0002451;CONSUNTIVO;ODP19-01039;Tornitura;A20;RIS2;4.5;4
5042;ART0005136;CONSUNTIVO;ODP19-00126;Tornitura;A20;RIS13;2;18
5043;ART0001830;CONSUNTIVO;ODP19-00621;Tornitura;A20;RIS1;6;0
5044;ART0001830;CONSUNTIVO;ODP19-00621;Tornitura;A20;RIS1;2;5
5045;ART0001830;CONSUNTIVO;ODP19-00621;Fresatura;A30;RIS1;0.0001;5
5046;ART0000847;CONSUNTIVO;ODP18-09297;Montaggio;A40;RIS13;1.5;4
5047;ART0000847;CONSUNTIVO;ODP18-09297;Controllo qualità;CQ;RIS16;0;4
5048;ART0002041;CONSUNTIVO;ODP19-01037;Tornitura;A20;RIS2;3.75;6
5049;ART0001813;CONSUNTIVO;ODP19-00622;Tornitura;A20;RIS1;5;4
5050;ART0001813;CONSUNTIVO;ODP19-00622;Fresatura;A30;RIS1;0.0001;4
5051;ART0002451;CONSUNTIVO;ODP19-01039;Fresatura;A30;RIS5;2;4
5052;ART0002041;CONSUNTIVO;ODP19-01037;Fresatura;A30;RIS5;0.75;0
5053;ART0002041;CONSUNTIVO;ODP19-01037;Fresatura;A30;RIS5;0.75;6
5054;ART0001514;CONSUNTIVO;ODP19-00621;Fresatura;A30;RIS5;1.25;5
5055;ART0002360;CONSUNTIVO;ODP19-00617;Fresatura;A30;RIS5;2.25;2
5056;ART0002102;CONSUNTIVO;ODP19-00369;Fresatura;A30;RIS5;3.5;12
5057;ART0002615;CONSUNTIVO;ODP19-00829;Tornitura;A20;RIS2;2;3
5058;ART0002517;CONSUNTIVO;ODP19-01120;Tornitura;A20;RIS2;1;3
5059;ART0002195;CONSUNTIVO;ODP19-01120;Tornitura;A20;RIS2;2.5;3
5060;ART0002860;CONSUNTIVO;ODP19-01037;Fresatura;A30;RIS14;3.25;6
5061;ART0002860;CONSUNTIVO;ODP19-01037;Fresatura;A30;RIS14;3.25;0
5062;ART0002859;CONSUNTIVO;ODP19-01037;Fresatura;A30;RIS14;3.25;6
5063;ART0002859;CONSUNTIVO;ODP19-01037;Fresatura;A30;RIS14;3.25;0
5064;ART0005136;CONSUNTIVO;ODP19-01422;Tornitura;A20;RIS2;0;4
5065;ART0001743;CONSUNTIVO;ODP19-00122;Controllo qualità;CQ;RIS16;0;3
5066;ART0005136;CONSUNTIVO;ODP19-01422;;A20;RIS2;0.5;0
5067;ART0002753;CONSUNTIVO;ODP19-00251;Controllo qualità;CQ;RIS16;0;2
5068;ART0001497;CONSUNTIVO;ODP19-01121;Tornitura;A20;RIS2;1;2
5069;ART0002517;CONSUNTIVO;ODP19-01120;Fresatura;A30;RIS5;0.75;3
5070;ART0001799;CONSUNTIVO;ODP19-00104;Fresatura;A30;RIS1;0.75;0
5071;ART0002615;CONSUNTIVO;ODP19-00829;Fresatura;A30;RIS5;1.25;3
5072;ART0002195;CONSUNTIVO;ODP19-01120;Fresatura;A30;RIS5;2;3
5073;ART0001162;CONSUNTIVO;ODP19-01427;Tornitura;A20;RIS2;2.75;1
5074;ART0001777;CONSUNTIVO;ODP19-01110;Tornitura;A20;RIS1;5.5;12
5075;ART0001777;CONSUNTIVO;ODP19-01110;Fresatura;A30;RIS1;0.0001;12
5076;ART0001162;CONSUNTIVO;ODP19-01427;Fresatura;A30;RIS5;1;1
5077;ART0001923;CONSUNTIVO;ODP19-00622;Tornitura;A20;RIS2;3.5;4
5078;ART0001653;CONSUNTIVO;ODP19-01121;Tornitura;A20;RIS13;1;6
5079;ART0001653;CONSUNTIVO;ODP19-01121;Controllo qualità;CQ;RIS16;0;6
5080;ART0002102;CONSUNTIVO;ODP19-00369;Controllo qualità;CQ;RIS16;0;12
5081;ART0001497;CONSUNTIVO;ODP19-01121;Controllo qualità;CQ;RIS16;0;2
5082;ART0001882;CONSUNTIVO;ODP19-01110;Tornitura;A20;RIS1;3;0
5083;ART0001923;CONSUNTIVO;ODP19-00622;Saldatura;A11;RIS3;0.75;4
5084;ART0002042;CONSUNTIVO;ODP19-01037;Tornitura;A20;RIS2;4;6
5085;ART0002042;CONSUNTIVO;ODP19-01037;Fresatura;A30;RIS5;2.5;6
5086;ART0001882;CONSUNTIVO;ODP19-01110;Tornitura;A20;RIS1;6;12
5087;ART0001923;CONSUNTIVO;ODP19-00622;Tornitura;A20;RIS2;4;0
5088;ART0002042;CONSUNTIVO;ODP19-01037;Fresatura;A30;RIS5;3;6
5089;ART0002042;CONSUNTIVO;ODP19-01037;Fresatura;A30;RIS5;-2.5;0
5090;ART0001830;CONSUNTIVO;ODP19-00621;Controllo qualità;CQ;RIS16;0;5
5091;ART0001813;CONSUNTIVO;ODP19-00622;Controllo qualità;CQ;RIS16;0;4
5092;ART0001514;CONSUNTIVO;ODP19-00621;Controllo qualità;CQ;RIS16;0;5
5093;ART0002133;CONSUNTIVO;ODP19-01037;Tornitura;A20;RIS2;2.75;6
5094;ART0002133;CONSUNTIVO;ODP19-01037;Saldatura;A11;RIS3;1.17;6
5095;ART0001170;CONSUNTIVO;ODP19-00647;Tornitura;A20;RIS2;1.5;1
5096;ART0001923;CONSUNTIVO;ODP19-00622;Fresatura;A30;RIS5;4.5;0
5097;ART0001923;CONSUNTIVO;ODP19-00622;Fresatura;A30;RIS5;0.5;4
5098;ART0002041;CONSUNTIVO;ODP19-01037;Controllo qualità;CQ;RIS16;0;6
5099;ART0002451;CONSUNTIVO;ODP19-01039;Controllo qualità;CQ;RIS16;0;4
5100;ART0002860;CONSUNTIVO;ODP19-01037;Controllo qualità;CQ;RIS16;0;6
5101;ART0002859;CONSUNTIVO;ODP19-01037;Controllo qualità;CQ;RIS16;0;6
5102;ART0001170;CONSUNTIVO;ODP19-00647;Fresatura;A30;RIS5;0.5;0
5103;ART0002133;CONSUNTIVO;ODP19-01037;Tornitura;A20;RIS2;4.25;0
5104;ART0001170;CONSUNTIVO;ODP19-00647;Saldatura;A11;RIS3;0.25;1
5105;ART0001170;CONSUNTIVO;ODP19-00647;Tornitura;A20;RIS2;1.75;0
5106;ART0001890;CONSUNTIVO;ODP19-01583;Tornitura;A20;RIS1;3.5;2
5107;ART0001890;CONSUNTIVO;ODP19-01583;Fresatura;A30;RIS1;0.00001;2
5108;ART0002919;CONSUNTIVO;ODP19-01121;Tornitura;A20;RIS2;1;2
5109;ART0002918;CONSUNTIVO;ODP19-01121;Tornitura;A20;RIS2;1.25;2
5110;ART0005136;CONSUNTIVO;ODP19-01582;Tornitura;A20;RIS13;0.5;1
5111;ART0005136;CONSUNTIVO;ODP19-01582;Controllo qualità;CQ;RIS16;0;1
5112;ART0002133;CONSUNTIVO;ODP19-01037;Fresatura;A30;RIS5;1;6
5113;ART0001170;CONSUNTIVO;ODP19-00647;Fresatura;A30;RIS5;1;1
5114;ART0002938;CONSUNTIVO;ODP19-01424;Tornitura;A20;RIS2;1.5;1
5115;ART0001615;CONSUNTIVO;ODP19-01037;Tornitura;A20;RIS13;3;24
5116;ART0001615;CONSUNTIVO;ODP19-01037;Controllo qualità;CQ;RIS16;0;24
5117;ART0005136;CONSUNTIVO;ODP19-01665;Tornitura;A20;RIS13;0.75;2
5118;ART0005136;CONSUNTIVO;ODP19-01665;Fresatura;A30;RIS13;0.25;2
5119;ART0005136;CONSUNTIVO;ODP19-01665;Controllo qualità;CQ;RIS16;0;2
5120;ART0005136;CONSUNTIVO;ODP19-01582;Tornitura;A20;RIS13;0.169;1
5121;ART0005136;CONSUNTIVO;ODP19-01582;Fresatura;A30;RIS13;0.08;1
5122;ART0005136;CONSUNTIVO;ODP19-01582;Controllo qualità;CQ;RIS16;0;1
5123;ART0005111;CONSUNTIVO;ODP19-01118;Fresatura;A30;RIS14;1;2
5124;ART0005112;CONSUNTIVO;ODP19-01118;Fresatura;A30;RIS14;1;2
5125;ART0002517;CONSUNTIVO;ODP19-01120;Controllo qualità;CQ;RIS16;0;3
5126;ART0002897;CONSUNTIVO;ODP19-01119;Fresatura;A30;RIS14;5;2
5127;ART0002897;CONSUNTIVO;ODP19-01119;Tornitura;A20;RIS14;0.01;0
5128;ART0002897;CONSUNTIVO;ODP19-01119;Fresatura;A30;RIS14;1.5;0
5129;ART0002938;CONSUNTIVO;ODP19-01424;Fresatura;A30;RIS5;0.75;1
5130;ART0000119;CONSUNTIVO;ODP19-01591;Fresatura;A30;RIS14;5.5;5
5131;ART0002919;CONSUNTIVO;ODP19-01121;Fresatura;A30;RIS5;1.5;2
5132;ART0002360;CONSUNTIVO;ODP19-00617;Brocciatura / stozzatrice;A33;RIS13;1;2
5133;ART0002360;CONSUNTIVO;ODP19-00617;Controllo qualità;CQ;RIS16;0;2
5134;ART0005136;CONSUNTIVO;ODP19-01693;Tornitura;A20;RIS2;2.75;6
5135;ART0001898;CONSUNTIVO;ODP19-01669;Tornitura;A20;RIS1;7.5;8
5136;ART0005110;CONSUNTIVO;ODP19-01118;Fresatura;A30;RIS14;0.25;2
5137;ART0005136;CONSUNTIVO;ODP19-01693;Controllo qualità;CQ;RIS16;0;6
5138;ART0002918;CONSUNTIVO;ODP19-01121;Fresatura;A30;RIS5;1.5;2
5139;ART0001174;CONSUNTIVO;ODP19-00647;Fresatura;A30;RIS14;2;1
5140;ART0002360;CONSUNTIVO;ODP19-01041;Tornitura;A20;RIS2;1.75;2
5141;ART0003135;CONSUNTIVO;ODP19-00620;Fresatura;A30;RIS4;0.25;4
5142;ART0003135;CONSUNTIVO;ODP19-00620;Controllo qualità;CQ;RIS16;0;4
5143;ART0002042;CONSUNTIVO;ODP19-01037;Controllo qualità;CQ;RIS16;0;6
5144;ART0002133;CONSUNTIVO;ODP19-01037;Controllo qualità;CQ;RIS16;0;6
5145;ART0001170;CONSUNTIVO;ODP19-00647;Controllo qualità;CQ;RIS16;0;1
5146;ART0002195;CONSUNTIVO;ODP19-01120;Controllo qualità;CQ;RIS16;0;3
5147;ART0003132;CONSUNTIVO;ODP19-01428;Fresatura;A30;RIS5;1;0
5148;ART0003132;CONSUNTIVO;ODP19-01428;Fresatura;A30;RIS5;1;10
5149;ART0005110;CONSUNTIVO;ODP19-01118;Controllo qualità;CQ;RIS16;0;2
5150;ART0000850;CONSUNTIVO;ODP19-01583;Montaggio;A40;RIS13;0.5;5
5151;ART0000850;CONSUNTIVO;ODP19-01583;Controllo qualità;CQ;RIS16;0;5
5152;ART0001174;CONSUNTIVO;ODP19-00647;Tornitura;A20;RIS2;1;1
5153;ART0005112;CONSUNTIVO;ODP19-01118;Controllo qualità;CQ;RIS16;0;2
5154;ART0005111;CONSUNTIVO;ODP19-01118;Controllo qualità;CQ;RIS16;0;2
5155;ART0003132;CONSUNTIVO;ODP19-01428;Controllo qualità;CQ;RIS16;0;10
5156;ART0000115;CONSUNTIVO;ODP19-00633;Tornitura;A20;RIS1;9;0
5157;ART0000115;CONSUNTIVO;ODP19-00633;Tornitura;A20;RIS1;9;3
5158;ART0001174;CONSUNTIVO;ODP19-00647;Saldatura;A11;RIS3;0.25;1
5159;ART0000157;CONSUNTIVO;ODP19-01044;Tornitura;A20;RIS1;3;0
5160;ART0005136;CONSUNTIVO;ODP19-01733;Fresatura;A30;RIS4;2;1
5161;ART0001162;CONSUNTIVO;ODP19-01427;Controllo qualità;CQ;RIS16;0;1
5162;ART0002615;CONSUNTIVO;ODP19-00829;Controllo qualità;CQ;RIS16;0;3
5163;ART0005136;CONSUNTIVO;ODP19-01733;Controllo qualità;CQ;RIS16;0;1
5164;ART0001777;CONSUNTIVO;ODP19-01110;Controllo qualità;CQ;RIS16;0;12
5165;ART0000157;CONSUNTIVO;ODP19-01044;Tornitura;A20;RIS1;5;1
5166;ART0002360;CONSUNTIVO;ODP19-01041;Saldatura;A11;RIS3;0.5;2
5167;ART0002360;CONSUNTIVO;ODP19-01041;Tornitura;A20;RIS2;2;0
5168;ART0000157;CONSUNTIVO;ODP19-01044;Fresatura;A30;RIS14;1.25;1
5169;ART0001174;CONSUNTIVO;ODP19-00647;Tornitura;A20;RIS2;2.75;0
5170;ART0001174;CONSUNTIVO;ODP19-00647;Fresatura;A30;RIS5;0.5;1
5171;ART0002919;CONSUNTIVO;ODP19-01121;Controllo qualità;CQ;RIS16;0;2
5172;ART0001940;CONSUNTIVO;ODP19-00621;Controllo qualità;CQ;RIS16;0;5
5173;ART0001898;CONSUNTIVO;ODP19-00902;Controllo qualità;CQ;RIS16;0;6
5174;ART0002360;CONSUNTIVO;ODP19-01041;Fresatura;A30;RIS5;1.75;0
5175;ART0002172;CONSUNTIVO;ODP19-01126;Tornitura;A20;RIS2;2.25;3
5176;ART0001174;CONSUNTIVO;ODP19-00647;Brocciatura / stozzatrice;A33;RIS13;0.5;1
5177;ART0002360;CONSUNTIVO;ODP19-01041;Fresatura;A30;RIS5;0.75;2
5178;ART0001267;CONSUNTIVO;ODP19-01726;Tornitura;A20;RIS2;0.75;1
5179;ART0002172;CONSUNTIVO;ODP19-01126;Fresatura;A30;RIS5;0.5;3
5180;ART0002142;CONSUNTIVO;ODP19-01119;Tornitura;A20;RIS11;1;2
5181;ART0002141;CONSUNTIVO;ODP19-01119;Tornitura;A20;RIS11;1;2
5182;ART0000748;CONSUNTIVO;ODP19-01590;Montaggio;A40;RIS13;3.5;20
5183;ART0000748;CONSUNTIVO;ODP19-01590;Controllo qualità;CQ;RIS16;0;20
5184;ART0000851;CONSUNTIVO;ODP19-00104;Montaggio;A40;RIS13;4;15
5185;ART0000851;CONSUNTIVO;ODP19-00104;Controllo qualità;CQ;RIS16;0;15
5186;ART0002918;CONSUNTIVO;ODP19-01121;Controllo qualità;CQ;RIS16;0;2
5187;ART0000752;CONSUNTIVO;ODP19-01113;Montaggio;A40;RIS13;1;6
5188;ART0000752;CONSUNTIVO;ODP19-01113;Controllo qualità;CQ;RIS16;0;6
5189;ART0001185;CONSUNTIVO;ODP19-01583;Tornitura;A20;RIS11;2;23
5190;ART0000323;CONSUNTIVO;ODP19-01044;Fresatura;A30;RIS5;2.5;6
5191;ART0000323;CONSUNTIVO;ODP19-01044;Controllo qualità;CQ;RIS16;0;6
5192;ART0000783;CONSUNTIVO;ODP19-00902;Montaggio;A40;RIS13;1;3
5193;ART0000783;CONSUNTIVO;ODP19-00902;Controllo qualità;CQ;RIS16;0;3
5194;ART0001267;CONSUNTIVO;ODP19-01726;Controllo qualità;CQ;RIS16;0;1
5195;ART0001095;CONSUNTIVO;ODP18-08611;Saldatura;A11;RIS3;1.25;4
5196;ART0000811;CONSUNTIVO;ODP19-00621;Montaggio;A40;RIS13;2;4
5197;ART0000811;CONSUNTIVO;ODP19-00621;Controllo qualità;CQ;RIS16;0;4
5198;ART0000782;CONSUNTIVO;ODP19-01726;Montaggio;A40;RIS13;1;3
5199;ART0000782;CONSUNTIVO;ODP19-01726;Controllo qualità;CQ;RIS16;0;3
5200;ART0002360;CONSUNTIVO;ODP19-01041;Brocciatura / stozzatrice;A33;RIS13;1;2
5201;ART0002360;CONSUNTIVO;ODP19-01041;Controllo qualità;CQ;RIS16;0;2
5202;ART0000116;CONSUNTIVO;ODP19-01808;Tornitura;A20;RIS2;6.25;3
5203;ART0001185;CONSUNTIVO;ODP19-01583;Fresatura;A30;RIS5;0.25;0
5204;ART0001185;CONSUNTIVO;ODP19-01583;Fresatura;A30;RIS5;4;23
5205;ART0001185;CONSUNTIVO;ODP19-01583;Controllo qualità;CQ;RIS16;0;23
5206;ART0001786;CONSUNTIVO;ODP19-01669;Tornitura;A20;RIS1;4;8
5207;ART0001786;CONSUNTIVO;ODP19-01669;Fresatura;A30;RIS1;0.0001;0
5208;ART0000229;CONSUNTIVO;ODP19-01737;Fresatura;A30;RIS1;4;4
5209;ART0000229;CONSUNTIVO;ODP19-01737;Fresatura;A30;RIS1;1;0
5210;ART0001566;CONSUNTIVO;ODP19-01579;Tornitura;A20;RIS13;2;30
5211;ART0001778;CONSUNTIVO;ODP19-01583;Fresatura;A30;RIS5;0.75;2
5212;ART0000116;CONSUNTIVO;ODP19-01808;Fresatura;A30;RIS5;3.75;3
5213;ART0001095;CONSUNTIVO;ODP18-08611;Fresatura;A30;RIS11;1.5;4
5214;ART0000229;CONSUNTIVO;ODP19-01737;Fresatura;A30;RIS11;0.5;0
5215;ART0005136;CONSUNTIVO;ODP19-01855;Saldatura;A11;RIS3;0.33;1
5216;ART0003101;CONSUNTIVO;ODP19-01579;Tornitura;A20;RIS2;3.5;16
5217;ART0003101;CONSUNTIVO;ODP19-01579;Fresatura;A30;RIS5;1;0
5218;ART0001891;CONSUNTIVO;ODP19-01741;Tornitura;A20;RIS1;4;0
5219;ART0000229;CONSUNTIVO;ODP19-01737;Controllo qualità;CQ;RIS16;0;4
5220;ART0005136;CONSUNTIVO;ODP19-01864;Tornitura;A20;RIS2;1;1
5221;ART0003101;CONSUNTIVO;ODP19-01579;Fresatura;A30;RIS5;2.75;16
5222;ART0002897;CONSUNTIVO;ODP19-01119;Tornitura;A20;RIS1;1;2
5223;ART0002897;CONSUNTIVO;ODP19-01119;Controllo qualità;CQ;RIS16;0;2
5224;ART0005136;CONSUNTIVO;ODP19-01877;Tornitura;A20;RIS2;0.1;1
5225;ART0005136;CONSUNTIVO;ODP19-01877;Controllo qualità;CQ;RIS16;0;1
5226;ART0000119;CONSUNTIVO;ODP19-01591;Fresatura;A30;RIS14;1;0
5227;ART0000119;CONSUNTIVO;ODP19-01591;Controllo qualità;CQ;RIS16;0;5
5228;ART0001891;CONSUNTIVO;ODP19-01741;Tornitura;A20;RIS1;4;10
5229;ART0001866;CONSUNTIVO;ODP19-01757;Tornitura;A20;RIS2;3;16
5230;ART0005136;CONSUNTIVO;ODP19-01855;Tornitura;A20;RIS2;1;1
5231;ART0002598;CONSUNTIVO;ODP19-01724;Tornitura;A20;RIS2;1;5
5232;ART0001884;CONSUNTIVO;ODP19-01861;Tornitura;A20;RIS1;3;0
5233;ART0000228;CONSUNTIVO;ODP19-01737;Fresatura;A30;RIS14;3;4
5234;ART0001884;CONSUNTIVO;ODP19-01861;Tornitura;A20;RIS1;2;6
5235;ART0000228;CONSUNTIVO;ODP19-01737;Controllo qualità;CQ;RIS16;0;4
5236;ART0001866;CONSUNTIVO;ODP19-01757;Tornitura;A20;RIS11;1.5;0
5237;ART0002598;CONSUNTIVO;ODP19-01724;Tornitura;A20;RIS2;1;0
5238;ART0000308;CONSUNTIVO;ODP19-01044;Tornitura;A20;RIS11;4;25
5239;ART0005136;CONSUNTIVO;ODP19-01855;Fresatura;A30;RIS5;1;1
5240;ART0000779;CONSUNTIVO;ODP19-01861;Montaggio;A40;RIS13;0.5;2
